-0.1622,0.0851,0.0703,17.7031,0.4058,75.8056,1.1493,4.0156
-0.1529,0.0815,0.0640,16.9809,0.4003,73.3750,1.2447,3.1927
-0.1519,0.0839,0.0616,16.9844,0.3999,73.1927,1.2571,2.9757
-0.1448,0.0729,0.0542,16.9410,0.3950,73.4757,1.1562,3.2031
-0.1612,0.0836,0.0774,19.9167,0.4030,77.1372,0.6760,5.1424
-0.1712,0.0749,0.0828,20.4983,0.4108,82.6215,0.7766,5.5660
-0.1498,0.0758,0.0588,18.9028,0.4006,80.9184,0.7355,4.2361
-0.1548,0.0717,0.0750,20.6181,0.3987,80.9358,0.7296,5.0139
-0.1978,0.1176,0.1156,26.0399,0.4691,98.2604,0.2444,7.7170
-0.1990,0.1083,0.1252,25.6163,0.3852,98.3924,0.2459,8.9375
-0.1879,0.0897,0.0865,26.3576,0.3902,95.7517,0.2131,8.7500
-0.1833,0.1264,0.1122,24.6181,0.3897,88.6094,0.2574,8.1840
-0.2518,0.0699,0.0771,9.7511,0.5140,62.2720,4.3443,3.0445
-0.2492,0.0662,0.0838,9.9564,0.5244,62.7083,4.6047,2.9855
-0.2475,0.0677,0.0828,9.8375,0.5206,62.6681,4.6748,2.9889
-0.2487,0.0652,0.0873,10.0419,0.5276,62.9470,4.5212,3.0351
-0.2359,0.0946,0.1114,17.2541,0.4786,62.2352,2.4086,4.7211
-0.2396,0.0733,0.0837,12.2789,0.5167,59.8486,3.2139,2.7596
-0.2311,0.0770,0.0617,13.6339,0.4598,62.2857,2.9170,3.1865
-0.2231,0.0749,0.0828,14.4098,0.4825,61.2361,2.6550,3.5287
-0.2556,0.1626,0.1151,23.1933,0.4607,70.1933,0.8467,7.6912
-0.2631,0.1126,0.0907,28.6048,0.3546,72.4149,1.1297,5.1617
-0.2365,0.1110,0.0880,23.1078,0.4324,72.2746,0.5341,6.5800
-0.2444,0.1245,0.1320,31.8571,0.5332,80.8417,0.5887,7.9812
-0.2754,0.0510,0.1109,12.6636,0.6562,87.5034,1.6506,5.1763
-0.2740,0.0514,0.1134,12.3356,0.6531,86.1678,1.7275,4.7390
-0.2731,0.0511,0.1160,12.1746,0.6534,85.8542,1.7374,4.7263
-0.2707,0.0507,0.1173,12.5508,0.6465,86.9237,1.6092,4.8992
-0.2785,0.0591,0.1569,13.9805,0.6430,86.6153,1.0415,5.6339
-0.2710,0.0555,0.1051,13.5907,0.6428,91.6017,1.1418,5.5017
-0.2618,0.0548,0.0994,13.0636,0.6174,91.0102,1.0986,5.5729
-0.2647,0.0539,0.1102,13.6119,0.6215,92.6737,1.0881,6.6110
-0.2979,0.0832,0.1646,18.6288,0.5603,94.3839,0.3430,8.2195
-0.2827,0.0666,0.1329,14.6932,0.5433,97.3805,0.4003,8.1720
-0.2919,0.0834,0.1055,15.4059,0.4991,96.6568,0.3021,8.5297
-0.2915,0.0793,0.1491,15.6619,0.5495,97.8280,0.3436,8.3983
-0.2433,0.0787,0.0892,10.7610,0.5427,67.7610,4.1587,4.0351
-0.2406,0.0741,0.0854,10.2193,0.5455,67.4013,4.4435,3.4561
-0.2411,0.0717,0.0883,10.3684,0.5531,67.6535,4.4327,3.4737
-0.2409,0.0749,0.0858,10.4276,0.5476,67.8224,4.1908,3.4627
-0.2414,0.0804,0.1306,13.5504,0.5872,72.6096,2.6445,5.2873
-0.2274,0.0910,0.1009,12.2829,0.5116,71.2939,2.6918,4.6623
-0.2301,0.0659,0.0971,12.0789,0.5713,72.6798,3.0263,3.7522
-0.2339,0.0766,0.0977,11.3706,0.5325,71.4035,2.7069,4.2390
-0.2465,0.1109,0.1752,19.2873,0.5512,69.3816,0.9773,7.2127
-0.2298,0.0893,0.0916,19.0241,0.4291,75.5132,0.8079,5.4781
-0.2436,0.0910,0.0928,15.8311,0.4984,73.5066,0.9050,5.5768
-0.2601,0.1216,0.1130,20.3860,0.4472,78.6667,0.8669,7.0921
